1,1,1,1.0123,1.0123,1.0123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97619,0.97619,0.97619,0.97619,0.97619,0.98795,0.98795,0.98795,0.98795,0.96471,0.96471,0.96471,0.96471,0.96471,0.96471,0.96471,0.98795,0.98795,1.0123,1.0123,1.0123,1.0123,1.0123,1.0123,1.0123,1.0123,1.0123,1.025,1.025,1.025
1,0.98039,0.98039,0.98039,0.98039,0.98039,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.96154,0.9434,0.9434,0.9434,0.9434,0.9434,0.9434,0.9434,0.9434,0.9434,0.9434,0.90909,0.90909,0.90909,0.90909,0.90909,0.90909,0.90909,0.90909,0.90909,0.89286,0.89286,0.89286,0.89286,0.90909,0.89286,0.89286,0.89286,0.90909,0.90909,0.90909,0.90909,0.90909,0.90909,0.90909,0.90909,0.90909,0.90909,0.90909,0.90909,0.92593
1,1,1,1,1,1,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98693,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98693,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.98052,0.96178,0.94969,0.94969,0.94969,0.94375,0.9557,0.96795,0.96795,0.96795,0.96795,0.96795,0.96795,0.96795,0.96795,0.98052,0.98052,0.98052
1,1,1,1,0.99091,0.99091,0.99091,0.99091,0.99091,0.99091,0.99091,0.99091,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.97321,0.97321,0.98198,0.98198,0.98198,0.98198,0.98198,0.98198,0.97321,0.97321,0.97321,0.97321,0.94783,0.93966,0.90833,0.90083,0.88618,0.88618,0.89344,0.872,0.86508,0.86508,0.85827,0.85156,0.84496,0.84496,0.84496,0.84496,0.81955,0.79562
1,1,1,1,1,1,0.99359,0.99359,0.99359,0.99359,0.99359,0.99359,0.99359,0.99359,0.99359,0.99359,0.99359,0.99359,0.99359,0.99359,0.99359,0.99359,1,1,0.99359,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0197,1.0265,1.0197,1.0131,1.0131,1.0131,1.0131,1.0197,1.0265,1.0265,1.0265,1.0333,1.0333,1.0265,1.0265,1.0265,1.0333,1.0333,1.069,1.1397,1.1481,1.1654,1.1654,1.1654,1.1654,1.1654,1.1654,1.1654,1.1832,1.1832,1.1832,1.1832,1.1397
1,1,1,1,1,1,1,1,1,1,1,1,0.99138,1,1,1,1,1,1,1,1,1,1,1,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1.0088,1,1,1,1,1,1,1.0088,1,1.0088,1,1,1,1,1,1,1,1,1,1,1,1.0088,1,1.0088,0.98291,0.97458,0.96639,0.96639,0.96639,0.96639,0.95833
1,1,1,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0118,1.0118,1,1,1,1,1,1,0.99422,0.99422,1,1,1.0058,1.0058,1.0058,1.0058,1.0058,1.0118,1.0118,1.0118,1.0118,1.0118,1.0118,1.0178,1.0178,1.0178,1.0178,1.0299,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0361,1.0361,1.0361,1.0361,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0488,1.0488,1.0488,1.0488,1.0552,1.0552
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0196,1.0833,1.0833,1.1064,1.1064,1.1064,1.1064,1.1064,1.1064,1.1064,1.1064,1.1064
1,1,1,1,1,1,1,1,0.97436,0.97436,1,1,0.97436,1,1,1,1,1,1,1,1,1,1,1,0.97436,1,1,1,1,1,1,1,0.97436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0857,1.1515,1.1875,1.1875,1.1875,1.1515,1.1176,1.1176,1.0556,0.97436,0.92683,0.84444,0.82609,0.82609
1,1,1,1,1,1,1,1,1,1,1,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,1.0244,0.98824,0.92308,0.92308,0.91304,0.91304,0.91304,0.91304,0.91304,0.91304,0.91304,0.90323,0.88421,0.89362,0.875,0.86598
